Column1,lat,long,address,closestMRTStation,distToMRTStation,timeToMRTStation,MRTStationsIn10km
1878,1.414781932,103.8395516,YISHUN AVE 4 508A,Khatib,1.188,14.25,13
1879,1.419737575,103.8427031,YISHUN AVE 4 675D,Khatib,1.429,17.13333333,7
1880,1.421048942,103.8422065,YISHUN AVE 4 673C,Khatib,1.369,16.41666667,13
1881,1.418590807,103.8418239,YISHUN AVE 4 672B,Khatib,1.366,16.38333333,13
1882,1.430100193,103.8331176,YISHUN AVE 5 741,Yishun,0.306,3.683333333,11
1883,1.42785215,103.8277813,YISHUN AVE 5 712,Yishun,1.113,13.35,9
1884,1.429584898,103.8288511,YISHUN AVE 5 703,Yishun,0.87,10.45,9
1885,1.429954557,103.8288352,YISHUN AVE 5 701,Yishun,0.785,9.416666667,9
1886,1.429745236,103.8321398,YISHUN AVE 5 739,Yishun,0.371,4.45,9
1887,1.428715494,103.8271691,YISHUN AVE 5 708,Yishun,1.119,13.43333333,9
1888,1.439939826,103.8393823,YISHUN AVE 6 285,Yishun,1.601,19.21666667,12
1889,1.43660111,103.831091,YISHUN AVE 7 172,Yishun,1.136,13.65,10
1890,1.432869321,103.8426976,YISHUN AVE 9 316B,Yishun,1.277,15.33333333,14
1891,1.428879611,103.8415286,YISHUN CTRL 321,Yishun,0.948,11.36666667,8
1892,1.430245961,103.8448383,YISHUN RING RD 342B,Yishun,1.47,17.63333333,14
1893,1.418249203,103.8325952,YISHUN RING RD 813A,Khatib,0.167,2.016666667,15
1894,1.43321264,103.8286175,YISHUN RING RD 111,Yishun,1.084,13.01666667,9
1895,1.418538855,103.8317633,YISHUN RING RD 802,Khatib,0.265,3.183333333,13
1896,1.432218076,103.8275202,YISHUN RING RD 107,Yishun,1.103,13.23333333,9
1897,1.432323551,103.829072,YISHUN RING RD 108,Yishun,0.93,11.16666667,9
1898,1.416914529,103.8309518,YISHUN RING RD 808,Khatib,0.303,3.633333333,16
1899,1.426203854,103.8472732,YISHUN RING RD 409,Yishun,1.87,22.45,14
1900,1.431983196,103.8302534,YISHUN RING RD 137,Yishun,0.783,9.4,9
1901,1.435558747,103.8276991,YISHUN RING RD 117,Yishun,1.404,16.85,9
1902,1.43352897,103.8301488,YISHUN ST 11 126,Yishun,0.927,11.13333333,9
1903,1.432414546,103.8333445,YISHUN ST 11 160,Yishun,0.504,6.05,11
1904,1.431280663,103.8318297,YISHUN ST 11 147,Yishun,0.551,6.616666667,11
1905,1.434997586,103.8311248,YISHUN ST 11 122,Yishun,0.966,11.6,10
1906,1.43483127,103.8358145,YISHUN ST 21 225,Yishun,0.747,8.966666667,13
1907,1.43700349,103.8388247,YISHUN ST 22 266,Yishun,1.364,16.36666667,12
1908,1.436162981,103.8391111,YISHUN ST 22 263,Yishun,1.202,14.43333333,12
1909,1.419980452,103.844384,YISHUN ST 41 455,Khatib,1.658,19.88333333,13
1910,1.416583983,103.8404501,YISHUN ST 51 501A,Khatib,1.084,13,13
1911,1.427016517,103.8276626,YISHUN ST 71 714,Yishun,1.042,12.5,9
1912,1.425667158,103.8290161,YISHUN ST 71 722,Yishun,1.079,12.95,10
1913,1.425752338,103.8281044,YISHUN ST 71 717,Yishun,1.119,13.45,10
1914,1.425852856,103.8315983,YISHUN ST 71 729,Yishun,0.779,9.333333333,9
1915,1.428920039,103.8334762,YISHUN ST 72 746,Yishun,0.299,3.583333333,11
1916,1.429312758,103.8334922,YISHUN ST 72 745,Yishun,0.251,3.016666667,11
1917,1.415817996,103.8339831,YISHUN ST 81 839,Khatib,0.294,3.533333333,16
1918,1.416083492,103.8366224,YISHUN ST 81 852,Khatib,0.609,7.316666667,14
1919,1.41930729,103.8470436,YISHUN AVE 1 432A,Khatib,1.911,22.93333333,15
1920,1.420667317,103.8462078,YISHUN AVE 11 458,Khatib,1.94,23.26666667,7
1921,1.4291654,103.8438889,YISHUN AVE 11 343,Yishun,1.775,21.31666667,14
1922,1.423191787,103.8446277,YISHUN AVE 11 445,Yishun,1.686,20.25,15
1923,1.423732891,103.8460823,YISHUN AVE 11 416,Yishun,1.712,20.55,16
1924,1.420987097,103.8486127,YISHUN AVE 11 430B,Khatib,2.247,26.96666667,16
1925,1.422842965,103.8483138,YISHUN AVE 11 423,Yishun,2.045,24.55,16
1926,1.423080827,103.8464194,YISHUN AVE 11 426A,Yishun,1.849,22.2,15
1927,1.42448626,103.8322514,YISHUN AVE 3 770,Yishun,0.848,10.16666667,12
1928,1.423079814,103.8396668,YISHUN AVE 4 653,Khatib,1.258,15.1,8
1929,1.413710707,103.8395282,YISHUN AVE 4 509A,Khatib,1.432,17.16666667,13
1930,1.42162688,103.8397046,YISHUN AVE 4 660,Khatib,1.228,14.73333333,13
1931,1.419458324,103.8430917,YISHUN AVE 4 675A,Khatib,1.434,17.2,13
1932,1.420199866,103.8410746,YISHUN AVE 4 664,Khatib,1.186,14.21666667,10
1933,1.419999161,103.8419991,YISHUN AVE 4 673A,Khatib,1.278,15.33333333,13
1934,1.414303425,103.840417,YISHUN AVE 4 509C,Khatib,1.275,15.3,13
1935,1.42279633,103.8398349,YISHUN AVE 4 655,Khatib,1.24,14.86666667,13
1936,1.418360939,103.8426507,YISHUN AVE 4 672C,Khatib,1.311,15.71666667,13
1937,1.420642997,103.843114,YISHUN AVE 4 674A,Khatib,1.589,19.06666667,13
1938,1.43053231,103.8276187,YISHUN AVE 5 101,Yishun,0.947,11.36666667,9
1939,1.420911806,103.8472933,YISHUN AVE 6 433,Khatib,2.056,24.66666667,7
1940,1.421687526,103.8475607,YISHUN AVE 6 437,Yishun,2.148,25.8,16
1941,1.426576808,103.8481442,YISHUN AVE 6 404,Yishun,1.956,23.48333333,14
1942,1.425907134,103.8481699,YISHUN AVE 6 407,Yishun,2.044,24.53333333,15
1943,1.432923061,103.8434727,YISHUN AVE 9 316C,Yishun,1.351,16.21666667,11
1944,1.43338279,103.8435179,YISHUN AVE 9 318C,Yishun,1.407,16.88333333,14
1945,1.435660494,103.842373,YISHUN AVE 9 248,Yishun,1.346,16.15,14
1946,1.433780483,103.8431057,YISHUN AVE 9 317C,Yishun,1.441,17.28333333,14
1947,1.428179153,103.8412715,YISHUN CTRL 323,Yishun,0.916,10.98333333,12
1948,1.419694312,103.8325512,YISHUN RING RD 795,Khatib,0.436,5.233333333,13
1949,1.434618917,103.8405839,YISHUN RING RD 254,Yishun,1.164,13.96666667,13
1950,1.429169585,103.8472128,YISHUN RING RD 388,Yishun,1.777,21.31666667,16
1951,1.430301256,103.8426182,YISHUN RING RD 329,Yishun,1.142,13.7,14
1952,1.425531445,103.8469619,YISHUN RING RD 412,Yishun,1.849,22.2,14
1953,1.435771805,103.8317838,YISHUN RING RD 165,Yishun,1.052,12.63333333,10
1954,1.426137278,103.8452165,YISHUN RING RD 353,Yishun,1.565,18.78333333,14
1955,1.421557611,103.842782,YISHUN RING RD 676B,Khatib,1.692,20.3,13
1956,1.430613135,103.8430536,YISHUN RING RD 331,Yishun,1.213,14.55,14
1957,1.432031291,103.8314362,YISHUN RING RD 136,Yishun,0.705,8.466666667,10
1958,1.422045348,103.8440212,YISHUN RING RD 450,Khatib,1.783,21.38333333,13
1959,1.433761603,103.8290061,YISHUN RING RD 110,Yishun,1.106,13.28333333,9
1960,1.430071099,103.8423964,YISHUN RING RD 327,Yishun,1.098,13.18333333,14
1961,1.434168645,103.829055,YISHUN RING RD 112,Yishun,1.142,13.7,9
1962,1.431416566,103.8414574,YISHUN RING RD 312,Yishun,1.005,12.06666667,13
1963,1.428508539,103.8448942,YISHUN RING RD 362,Yishun,1.79,21.5,14
1964,1.430597111,103.8444648,YISHUN RING RD 342A,Yishun,1.45,17.4,14
1965,1.433877937,103.8313022,YISHUN ST 11 128,Yishun,0.835,10.01666667,10
1966,1.433950694,103.8304398,YISHUN ST 11 125,Yishun,0.933,11.2,10
1967,1.433524981,103.8313308,YISHUN ST 11 130,Yishun,0.804,9.65,10
1968,1.430686895,103.8365744,YISHUN ST 21 203,Yishun,0.305,3.666666667,8
1969,1.434071287,103.8370792,YISHUN ST 21 231,Yishun,0.782,9.383333333,12
1970,1.438097638,103.8396421,YISHUN ST 22 272,Yishun,1.443,17.31666667,12
1971,1.437822876,103.837838,YISHUN ST 22 276,Yishun,1.205,14.46666667,12
1972,1.437125378,103.840329,YISHUN ST 22 269,Yishun,1.385,16.61666667,12
1973,1.438372589,103.8373843,YISHUN ST 22 279,Yishun,1.259,15.11666667,12
1974,1.438588734,103.8369545,YISHUN ST 22 280,Yishun,1.315,15.78333333,13
1975,1.432089858,103.8461983,YISHUN ST 31 333D,Yishun,1.657,19.88333333,16
1976,1.432906242,103.8446954,YISHUN ST 31 334A,Yishun,1.633,19.6,14
1977,1.418844596,103.8448245,YISHUN ST 51 505A,Khatib,1.586,19.03333333,13
1978,1.419237545,103.8442279,YISHUN ST 51 505C,Khatib,1.51,18.11666667,13
1979,1.418070552,103.8440833,YISHUN ST 51 504A,Khatib,1.49,17.88333333,13
1980,1.417733181,103.8438244,YISHUN ST 51 504B,Khatib,1.498,17.96666667,13
1981,1.420989793,103.836353,YISHUN ST 61 609,Khatib,0.675,8.083333333,13
1982,1.418567368,103.8391869,YISHUN ST 61 632,Khatib,0.854,10.23333333,12
1983,1.417704099,103.8370051,YISHUN ST 61 627,Khatib,0.591,7.083333333,14
1984,1.420259122,103.8385663,YISHUN ST 61 638,Khatib,0.969,11.61666667,14
1985,1.420970055,103.8374468,YISHUN ST 61 642,Khatib,0.984,11.8,14
1986,1.418019133,103.8377843,YISHUN ST 61 630,Khatib,0.698,8.366666667,14
1987,1.421726089,103.8363364,YISHUN ST 61 605,Khatib,0.747,8.95,14
1988,1.420816854,103.838166,YISHUN ST 61 641,Khatib,1.025,12.3,14
1989,1.420560238,103.8384492,YISHUN ST 61 639,Khatib,1,12,14
1990,1.426210117,103.8312401,YISHUN ST 71 727,Yishun,0.774,9.3,9
1991,1.426536214,103.8306688,YISHUN ST 71 726,Yishun,0.793,9.516666667,10
1992,1.425687412,103.8340076,YISHUN ST 72 762,Yishun,0.591,7.1,11
1993,1.426568766,103.8332432,YISHUN ST 72 756,Yishun,0.525,6.3,10
1994,1.427608208,103.8343065,YISHUN ST 72 751,Yishun,0.315,3.783333333,10
1995,1.426029527,103.8342661,YISHUN ST 72 758,Yishun,0.519,6.216666667,9
1996,1.414763204,103.836287,YISHUN ST 81 875,Khatib,0.584,7.016666667,15
1997,1.413823322,103.8373383,YISHUN ST 81 868,Khatib,0.78,9.366666667,8
1998,1.415715362,103.8334104,YISHUN ST 81 840,Khatib,0.339,4.083333333,16
1999,1.413906055,103.8380052,YISHUN ST 81 867,Khatib,0.815,9.783333333,15
2000,1.414441679,103.8361178,YISHUN ST 81 879,Khatib,0.622,7.466666667,16
2001,1.426133751,103.8433915,YISHUN AVE 11 349,Yishun,1.305,15.68333333,14
2002,1.421064828,103.8339785,YISHUN AVE 2 788,Khatib,0.542,6.516666667,10
2003,1.421409011,103.833971,YISHUN AVE 2 785,Khatib,0.597,7.166666667,13
2004,1.420611271,103.8421833,YISHUN AVE 4 673B,Khatib,1.334,16,12
2005,1.41379976,103.8401319,YISHUN AVE 4 509B,Khatib,1.384,16.6,13
2006,1.417822583,103.8398545,YISHUN AVE 4 860,Khatib,0.919,11.01666667,9
2007,1.421072548,103.8431171,YISHUN AVE 4 674B,Khatib,1.637,19.63333333,13
2008,1.421485248,103.8424762,YISHUN RING RD 676C,Khatib,1.387,16.63333333,12
2009,1.417427227,103.8315889,YISHUN RING RD 805,Khatib,0.196,2.35,16
2010,1.422032789,103.8420627,YISHUN RING RD 677C,Khatib,1.552,18.61666667,13
2011,1.436283861,103.8316066,YISHUN RING RD 166,Yishun,1.137,13.65,10
2012,1.432376504,103.8405877,YISHUN RING RD 309,Yishun,0.881,10.58333333,13
2013,1.429918918,103.8443675,YISHUN RING RD 342C,Yishun,1.541,18.5,14
2014,1.428980649,103.8464735,YISHUN RING RD 386,Yishun,1.704,20.45,8
2015,1.432799057,103.8286462,YISHUN RING RD 109,Yishun,1.015,12.18333333,9
2016,1.419709567,103.8334482,YISHUN RING RD 796,Khatib,0.372,4.466666667,13
2017,1.419114769,103.8349352,YISHUN RING RD 619,Khatib,0.397,4.766666667,12
2018,1.432786275,103.8331329,YISHUN ST 11 161,Yishun,0.599,7.183333333,11
2019,1.435784121,103.835379,YISHUN ST 20 297,Yishun,0.82,9.85,13
2020,1.431939551,103.8449871,YISHUN ST 31 333A,Yishun,1.719,20.63333333,15
2021,1.43248777,103.8443674,YISHUN ST 31 335C,Yishun,1.577,18.91666667,14
2022,1.41563356,103.8443278,YISHUN ST 51 513D,Khatib,1.664,19.96666667,15
2023,1.414957759,103.842655,YISHUN ST 51 512C,Khatib,1.541,18.48333333,13
2024,1.415600145,103.8424141,YISHUN ST 51 511B,Khatib,1.499,17.98333333,13
2025,1.421386044,103.8356042,YISHUN ST 61 607,Khatib,0.633,7.6,13
2026,1.425794855,103.8327247,YISHUN ST 72 760,Yishun,0.675,8.1,10
2027,1.4290305,103.8443035,YISHUN AVE 11 344,Yishun,1.799,21.6,9
2028,1.429546821,103.8472789,YISHUN RING RD 387,Yishun,1.832,21.98333333,16
2029,1.429779542,103.8430569,YISHUN RING RD 328,Yishun,1.183,14.2,14
2030,1.426474819,103.8299159,YISHUN ST 71 724,Yishun,0.885,10.63333333,9
2031,1.418998472,103.840568,YISHUN AVE 4 666,Khatib,1.057,12.66666667,14
2032,1.373400926,103.8490732,ANG MO KIO AVE 8 510,Ang Mo Kio,0.453,5.433333333,66
2033,1.365483428,103.8440847,ANG MO KIO AVE 1 308A,Yio Chu Kang,1.989,23.86666667,3
2034,1.366048084,103.8381227,ANG MO KIO AVE 1 223,Ang Mo Kio,1.749,20.98333333,66
2035,1.368076523,103.854353,ANG MO KIO AVE 10 433,Ang Mo Kio,0.741,8.883333333,70
2036,1.370577658,103.8578546,ANG MO KIO AVE 10 561,Ang Mo Kio,1.126,13.5,26
2037,1.375293768,103.8554524,ANG MO KIO AVE 10 540,Ang Mo Kio,1.396,16.75,64
2038,1.365384226,103.852967,ANG MO KIO AVE 10 421,Ang Mo Kio,0.73,8.766666667,5
2039,1.365819605,103.8570616,ANG MO KIO AVE 10 466,Ang Mo Kio,1.229,14.75,77
2040,1.371787328,103.8558544,ANG MO KIO AVE 10 577,Ang Mo Kio,0.973,11.68333333,68
2041,1.3716499,103.8436442,ANG MO KIO AVE 3 126,Ang Mo Kio,0.928,11.13333333,65
2042,1.367089832,103.8456602,ANG MO KIO AVE 3 302,Ang Mo Kio,0.722,8.666666667,74
2043,1.381561712,103.8400023,ANG MO KIO AVE 4 624,Yio Chu Kang,0.774,9.283333333,48
2044,1.370966352,103.8382019,ANG MO KIO AVE 4 108,Ang Mo Kio,1.539,18.46666667,50
2045,1.376193199,103.8370382,ANG MO KIO AVE 4 178,Yio Chu Kang,1.421,17.05,53
2046,1.372941936,103.8528664,ANG MO KIO AVE 5 523,Ang Mo Kio,0.819,9.833333333,25
2047,1.373374475,103.8530401,ANG MO KIO AVE 5 524,Ang Mo Kio,0.872,10.46666667,65
2048,1.379327772,103.836736,ANG MO KIO AVE 5 606,Yio Chu Kang,1.305,15.66666667,46
2049,1.377762638,103.8437822,ANG MO KIO AVE 5 649,Yio Chu Kang,0.626,7.516666667,59
2050,1.372628416,103.8456829,ANG MO KIO AVE 6 728,Ang Mo Kio,0.716,8.583333333,69
2051,1.374854469,103.8502086,ANG MO KIO AVE 8 505,Ang Mo Kio,0.738,8.85,65
2052,1.368173762,103.8575206,ANG MO KIO ST 44 455A,Ang Mo Kio,1.108,13.3,73
2053,1.37769118,103.8427452,ANG MO KIO ST 61 650,Yio Chu Kang,0.68,8.166666667,59
2054,1.36830997,103.8536003,ANG MO KIO AVE 10 432,Ang Mo Kio,0.664,7.966666667,12
2055,1.374473785,103.8541005,ANG MO KIO AVE 10 536,Ang Mo Kio,1.097,13.16666667,64
2056,1.367487025,103.8496517,ANG MO KIO AVE 3 345,Ang Mo Kio,0.396,4.766666667,74
2057,1.371015364,103.8418003,ANG MO KIO AVE 3 131,Ang Mo Kio,1.16,13.91666667,46
2058,1.369089458,103.8534215,ANG MO KIO AVE 3 429,Ang Mo Kio,0.583,7,72
2059,1.375838271,103.8381231,ANG MO KIO AVE 4 177,Yio Chu Kang,1.324,15.88333333,53
2060,1.37356775,103.8501541,ANG MO KIO AVE 8 511,Ang Mo Kio,0.576,6.916666667,34
2061,1.36822021,103.8529789,ANG MO KIO AVE 10 431,Ang Mo Kio,0.603,7.233333333,73
2062,1.378588577,103.8386447,ANG MO KIO AVE 4 619,Yio Chu Kang,1.129,13.55,26
2063,1.369946401,103.8342845,ANG MO KIO ST 21 253A,Ang Mo Kio,2.029,24.33333333,54
2064,1.365029333,103.8453006,ANG MO KIO ST 31 309A,Ang Mo Kio,1.154,13.85,73
2065,1.334334322,103.9177126,BEDOK RESERVOIR RD 620,Bedok North,0.184,2.2,53
2066,1.325311121,103.9332781,BEDOK CTRL 219A,Bedok,0.686,8.233333333,40
2067,1.330876141,103.9280599,BEDOK NTH AVE 1 519,Bedok,1.126,13.51666667,40
2068,1.328102913,103.9329381,BEDOK NTH AVE 2 409,Bedok,0.886,10.63333333,39
2069,1.328154988,103.9352208,BEDOK NTH AVE 3 136,Bedok Reservoir,1.039,12.46666667,38
2070,1.334355934,103.9390327,BEDOK NTH AVE 4 100,Bedok Reservoir,0.918,11.01666667,33
2071,1.332740092,103.9362235,BEDOK NTH RD 108,Tanah Merah,1.743,20.91666667,16
2072,1.328843215,103.9391237,BEDOK NTH RD 125,Tanah Merah,1.144,13.71666667,32
2073,1.330654548,103.9384963,BEDOK NTH RD 117,Bedok Reservoir,1.214,14.56666667,32
2074,1.325656284,103.927991,BEDOK NTH ST 1 202,Bedok,0.5,6,45
2075,1.326979578,103.9281307,BEDOK NTH ST 1 419,Bedok,0.689,8.266666667,40
2076,1.327554432,103.9380305,BEDOK NTH ST 2 129,Tanah Merah,1.199,14.38333333,32
2077,1.328732017,103.9365067,BEDOK NTH ST 2 135,Bedok Reservoir,1.146,13.76666667,34
2078,1.331711022,103.9239511,BEDOK NTH ST 3 537,Bedok,1.462,17.55,29
2079,1.332738708,103.9109119,BEDOK RESERVOIR RD 126,Kaki Bukit,0.455,5.466666667,68
2080,1.333450129,103.9177088,BEDOK RESERVOIR RD 619,Bedok North,0.324,3.883333333,57
2081,1.332050526,103.9141462,BEDOK RESERVOIR RD 632,Bedok North,0.739,8.883333333,60
2082,1.329870289,103.9092204,BEDOK RESERVOIR RD 107,Braddell,8.727,104.7333333,7
2083,1.331827132,103.914991,BEDOK RESERVOIR RD 616,Kembangan,1.997,23.96666667,40
2084,1.321397663,103.9397304,BEDOK STH RD 39,Tanah Merah,1.313,15.75,32
2085,1.323717284,103.9250011,CHAI CHEE AVE 32,Bedok,0.651,7.816666667,47
2086,1.325960771,103.9197331,CHAI CHEE DR 58,Kembangan,1.124,13.48333333,49
2087,1.326848469,103.9190156,CHAI CHEE DR 55,Kembangan,1.235,14.81666667,49
2088,1.324889163,103.9202467,CHAI CHEE RD 59,Kembangan,1.042,12.5,50
2089,1.327997941,103.9232486,CHAI CHEE RD 807C,Bedok,1.144,13.73333333,30
2090,1.328619576,103.9244971,CHAI CHEE ST 45,Bedok,1.042,12.5,47
2091,1.325423655,103.9335591,BEDOK CTRL 219B,Bedok,0.73,8.766666667,40
2092,1.331089066,103.9292045,BEDOK NTH AVE 2 517,Bedok Reservoir,1.085,13.01666667,40
2093,1.335036457,103.919312,BEDOK NTH RD 708,Braddell,9.442,113.3,3
2094,1.331129729,103.9220926,BEDOK NTH ST 3 540,Bedok North,1.255,15.06666667,45
2095,1.330331136,103.9254321,BEDOK NTH ST 3 547,Bedok,1.183,14.2,41
2096,1.333175419,103.931265,BEDOK NTH ST 3 509,Bedok Reservoir,0.687,8.25,36
2097,1.330870947,103.9402108,BEDOK NTH ST 4 187A,Bedok Reservoir,1.293,15.51666667,32
2098,1.332625423,103.9101609,BEDOK RESERVOIR RD 124,Kembangan,1.929,23.15,19
2099,1.332959934,103.9099048,BEDOK RESERVOIR RD 125,Kaki Bukit,0.302,3.616666667,70
2100,1.33714404,103.9284338,BEDOK RESERVOIR RD 724,Bedok Reservoir,0.764,9.166666667,36
2101,1.333657543,103.9168047,BEDOK RESERVOIR RD 623,Bedok North,0.304,3.666666667,54
2102,1.335998992,103.9362745,BEDOK RESERVOIR VIEW 766,Tanah Merah,2.19,26.28333333,25
2103,1.322191579,103.9343993,BEDOK STH AVE 2 5,Bedok,1.005,12.06666667,36
2104,1.321632997,103.9384413,BEDOK STH AVE 2 36,Tanah Merah,1.379,16.53333333,33
2105,1.319727937,103.9466269,BEDOK STH RD 163,Tanah Merah,1.136,13.63333333,26
2106,1.321541281,103.9415933,BEDOK STH RD 43,Lavender,9.561,114.7333333,1
2107,1.320308923,103.94609,BEDOK STH RD 165,Tanah Merah,1.15,13.8,26
2108,1.332192429,103.9073635,JLN TENAGA 651,Kaki Bukit,0.503,6.033333333,74
2109,1.334393302,103.9067418,JLN TENAGA 660,Ubi,1.079,12.96666667,73
2110,1.331867986,103.9075739,JLN TENAGA 650,Bukit Batok,20.944,251.3333333,0
2111,1.323489065,103.9114078,LENGKONG TIGA 112,Kembangan,0.492,5.916666667,67
2112,1.329649995,103.9302606,BEDOK NTH AVE 2 415,Bedok,0.933,11.2,40
2113,1.33043386,103.9374817,BEDOK NTH ST 2 118,Tanah Merah,1.474,17.68333333,24
2114,1.329914274,103.9403105,BEDOK NTH ST 4 186A,Tanah Merah,1.089,13.06666667,32
2115,1.335973416,103.9236903,BEDOK RESERVOIR RD 711,Bedok North,0.874,10.5,45
2116,1.33000184,103.912464,BEDOK RESERVOIR RD 603,Kaki Bukit,0.871,10.45,62
2117,1.329348987,103.9115832,BEDOK RESERVOIR RD 602,Kembangan,1.541,18.5,23
2118,1.33452745,103.916865,BEDOK RESERVOIR RD 621,Bedok North,0.226,2.716666667,58
2119,1.333346097,103.9113441,BEDOK RESERVOIR RD 128,Kaki Bukit,0.467,5.6,68
2120,1.335636498,103.9132694,BEDOK RESERVOIR RD 142,Kaki Bukit,0.548,6.583333333,65
2121,1.322625781,103.9378158,BEDOK STH AVE 2 32,Bedok,1.31,15.71666667,26
2122,1.328696852,103.92095,CHAI CHEE ST 52,Bedok,1.43,17.16666667,41
2123,1.3288109,103.9221299,CHAI CHEE ST 51,Bedok,1.302,15.63333333,48
2124,1.332518718,103.9082833,JLN DAMAI 670,Kaki Bukit,0.385,4.616666667,65
2125,1.325855463,103.9105989,LENGKONG TIGA 103,Kembangan,0.756,9.083333333,67
2126,1.333902029,103.9132743,BEDOK RESERVOIR RD 137,Kembangan,2.199,26.38333333,28
2127,1.336419847,103.9248327,BEDOK RESERVOIR RD 719,Bedok North,1.055,12.65,40
2128,1.32456371,103.910131,LENGKONG TIGA 108,Kembangan,0.701,8.416666667,67
2129,1.325634967,103.9098152,LENGKONG TIGA 104,Kembangan,0.838,10.06666667,68
2130,1.363453206,103.8342146,SIN MING AVE 407,Sembawang,11.428,137.1333333,0
2131,1.35518697,103.836338,SIN MING RD 24,Marymount,0.995,11.95,68
2132,1.347067527,103.8480637,BISHAN ST 12 111,Bishan,0.597,7.166666667,75
2133,1.345575748,103.8509451,BISHAN ST 12 131,Bishan,0.915,11,79
2134,1.348127431,103.8523303,BISHAN ST 13 178,Bishan,0.769,9.233333333,75
2135,1.361378864,103.8433182,BISHAN ST 22 248,Bishan,1.532,18.38333333,70
2136,1.362039881,103.8437576,BISHAN ST 22 252,Bishan,1.613,19.36666667,69
2137,1.356294894,103.8428226,BISHAN ST 24 272,Marymount,1.099,13.2,72
2138,1.35742582,103.8435412,BISHAN ST 24 278,Bishan,1.182,14.18333333,57
2139,1.35661576,103.8423176,BISHAN ST 24 271,Marymount,1.028,12.35,47
2140,1.356366211,103.843934,BISHAN ST 24 273A,Bishan,1.165,13.98333333,69
2141,1.358744097,103.8326898,SIN MING AVE 443,Marymount,1.823,21.88333333,56
2142,1.359084315,103.831751,SIN MING AVE 441,Bishan,3.025,36.31666667,17
2143,1.344279409,103.8555557,BISHAN ST 11 149,Bishan,1.447,17.36666667,77
2144,1.350205825,103.8530492,BISHAN ST 13 182,Bishan,0.697,8.366666667,74
2145,1.347318704,103.8541621,BISHAN ST 13 168,Bishan,1.012,12.15,78
2146,1.348960622,103.853736,BISHAN ST 13 175,Bishan,0.885,10.63333333,76
2147,1.359235757,103.8323688,SIN MING AVE 442,Marymount,1.846,22.15,55
2148,1.352790912,103.744536,BT BATOK WEST AVE 6 450A,Bukit Batok,0.917,11,36
2149,1.355226544,103.7387724,BT BATOK WEST AVE 8 440A,Chinese Garden,2.424,29.08333333,29
2150,1.352865118,103.7404386,BT BATOK WEST AVE 9 448A,Bukit Batok,1.622,19.46666667,32
2151,1.348659458,103.7537946,BT BATOK CTRL 228,Bukit Batok,0.643,7.716666667,5
2152,1.347701477,103.7570446,BT BATOK EAST AVE 3 280,Bukit Batok,1.081,12.98333333,37
2153,1.348172638,103.7588931,BT BATOK EAST AVE 4 271,Bukit Batok,1.344,16.13333333,37
2154,1.34908255,103.7545182,BT BATOK EAST AVE 5 231,Bukit Batok,0.733,8.8,31
2155,1.35048816,103.7541778,BT BATOK EAST AVE 5 240,Bukit Batok,0.741,8.883333333,37
2156,1.347735583,103.743984,BT BATOK ST 11 154,Bukit Batok,0.823,9.883333333,37
2157,1.360664911,103.749321,BT BATOK ST 31 364,Bukit Gombak,0.45,5.4,31
2158,1.360332742,103.7496915,BT BATOK ST 31 367,Bukit Gombak,0.377,4.533333333,31
2159,1.36280452,103.7491572,BT BATOK ST 34 341,Bukit Gombak,0.681,8.183333333,31
2160,1.351441493,103.7536967,BT BATOK ST 52 503,Bukit Batok,0.753,9.033333333,13
2161,1.355518763,103.7511645,BT BATOK ST 52 536,Bukit Gombak,0.473,5.683333333,34
2162,1.364819778,103.7449898,BT BATOK WEST AVE 4 408,Bukit Gombak,1.339,16.06666667,30
2163,1.355593417,103.7371182,BT BATOK WEST AVE 8 443D,Chinese Garden,2.235,26.81666667,31
2164,1.352722583,103.74124,BT BATOK WEST AVE 9 448C,Bukit Batok,1.592,19.1,32
2165,1.353149,103.7408466,BT BATOK WEST AVE 9 448B,Bukit Batok,1.626,19.5,32
2166,1.344411499,103.7574615,BT BATOK EAST AVE 3 290D,Bukit Batok,1.36,16.31666667,37
2167,1.347332586,103.7489904,BT BATOK ST 21 203,Bukit Batok,0.314,3.766666667,14
2168,1.345480082,103.7499561,BT BATOK ST 21 210,Bukit Batok,0.567,6.8,38
2169,1.343453413,103.7547883,BT BATOK ST 24 291E,Bukit Batok,1.184,14.21666667,37
2170,1.36002946,103.7510723,BT BATOK ST 31 369,Bukit Gombak,0.181,2.166666667,34
2171,1.360377135,103.7507669,BT BATOK ST 31 368,Jurong East,3.89,46.68333333,1
2172,1.363552496,103.7509481,BT BATOK ST 34 338,Bukit Gombak,0.566,6.8,31
2173,1.36411809,103.74602,BT BATOK WEST AVE 4 411,Bukit Gombak,1.15,13.81666667,30
2174,1.366423112,103.7526886,BT BATOK WEST AVE 5 394,Bukit Gombak,0.975,11.7,12
2175,1.365866084,103.7533233,BT BATOK WEST AVE 5 392,Bukit Gombak,0.949,11.38333333,30
2176,1.345795732,103.7463401,BT BATOK WEST AVE 6 189,Bukit Batok,0.581,6.966666667,37
2177,1.351593101,103.7449559,BT BATOK WEST AVE 6 133,Bukit Batok,0.824,9.883333333,36
2178,1.355578972,103.7378338,BT BATOK WEST AVE 8 443C,Bukit Batok,2.336,28.01666667,6
